,dteday,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,time_category,day_name,cat_weeks
6739,2011-10-13,0,10,9,0,4,1,3,0.56,0.5303,1.0,0.1045,3,106,109.0,Morning,Thursday,Workday
6740,2011-10-13,0,10,10,0,4,1,3,0.56,0.5303,1.0,0.1343,16,53,69.0,Morning,Thursday,Workday
6741,2011-10-13,0,10,11,0,4,1,2,0.62,0.5758,0.83,0.0,8,76,84.0,Morning,Thursday,Workday
6742,2011-10-13,0,10,12,0,4,1,2,0.62,0.5606,0.88,0.0,10,95,105.0,Day,Thursday,Workday
6743,2011-10-13,0,10,13,0,4,1,2,0.64,0.5758,0.83,0.1642,20,142,162.0,Day,Thursday,Workday
6744,2011-10-13,0,10,14,0,4,1,1,0.66,0.6061,0.78,0.194,22,111,133.0,Day,Thursday,Workday
6745,2011-10-13,0,10,15,0,4,1,1,0.66,0.6061,0.78,0.194,27,128,155.0,Day,Thursday,Workday
6746,2011-10-13,0,10,16,0,4,1,1,0.66,0.6212,0.74,0.2239,36,240,276.0,Day,Thursday,Workday
6747,2011-10-13,0,10,17,0,4,1,3,0.62,0.5758,0.83,0.2537,47,432,479.0,Day,Thursday,Workday
6748,2011-10-13,0,10,18,0,4,1,3,0.62,0.5758,0.83,0.2537,20,248,268.0,Afternoon,Thursday,Workday
6749,2011-10-13,0,10,19,0,4,1,2,0.62,0.5758,0.83,0.1642,18,187,205.0,Afternoon,Thursday,Workday
6750,2011-10-13,0,10,20,0,4,1,1,0.62,0.5758,0.83,0.2836,15,166,181.0,Afternoon,Thursday,Workday
6751,2011-10-13,0,10,21,0,4,1,1,0.62,0.5758,0.83,0.194,8,115,123.0,Afternoon,Thursday,Workday
6752,2011-10-13,0,10,22,0,4,1,1,0.62,0.5758,0.83,0.194,13,101,114.0,Afternoon,Thursday,Workday
6753,2011-10-13,0,10,23,0,4,1,2,0.58,0.5455,0.88,0.194,2,45,47.0,Afternoon,Thursday,Workday
6754,2011-10-14,0,10,0,0,5,1,1,0.58,0.5455,0.94,0.0896,10,29,39.0,Night,Friday,Workday
6755,2011-10-14,0,10,1,0,5,1,1,0.58,0.5455,0.94,0.1343,8,16,24.0,Night,Friday,Workday
6756,2011-10-14,0,10,2,0,5,1,1,0.56,0.5303,0.94,0.1642,0,6,6.0,Night,Friday,Workday
6757,2011-10-14,0,10,3,0,5,1,1,0.56,0.5303,0.94,0.1343,1,6,7.0,Night,Friday,Workday
6758,2011-10-14,0,10,4,0,5,1,1,0.56,0.5303,0.94,0.194,0,8,8.0,Night,Friday,Workday
6759,2011-10-14,0,10,5,0,5,1,2,0.56,0.5303,0.94,0.1642,0,17,17.0,Night,Friday,Workday
6760,2011-10-14,0,10,6,0,5,1,3,0.56,0.5303,0.88,0.194,4,90,94.0,Morning,Friday,Workday
6761,2011-10-14,0,10,7,0,5,1,3,0.56,0.5303,0.88,0.194,10,137,147.0,Morning,Friday,Workday
6762,2011-10-14,0,10,8,0,5,1,2,0.56,0.5303,0.9,0.1642,23,186,209.0,Morning,Friday,Workday
6763,2011-10-14,0,10,9,0,5,1,2,0.56,0.5303,0.94,0.2239,16,164,180.0,Morning,Friday,Workday
6764,2011-10-14,0,10,10,0,5,1,3,0.54,0.5152,0.88,0.3582,17,108,125.0,Morning,Friday,Workday
6765,2011-10-14,0,10,11,0,5,1,3,0.52,0.5,0.88,0.1642,11,76,87.0,Morning,Friday,Workday
6766,2011-10-14,0,10,12,0,5,1,3,0.52,0.5,0.88,0.1642,13,62,75.0,Day,Friday,Workday
6767,2011-10-14,0,10,13,0,5,1,1,0.56,0.5303,0.73,0.3582,18,114,132.0,Day,Friday,Workday
6768,2011-10-14,0,10,14,0,5,1,1,0.62,0.6212,0.43,0.3582,37,119,156.0,Day,Friday,Workday
6769,2011-10-14,0,10,15,0,5,1,1,0.62,0.6212,0.43,0.2836,61,169,230.0,Day,Friday,Workday
6770,2011-10-14,0,10,16,0,5,1,1,0.6,0.6212,0.43,0.2239,80,264,344.0,Day,Friday,Workday
6771,2011-10-14,0,10,17,0,5,1,1,0.58,0.5455,0.46,0.4179,55,426,481.0,Day,Friday,Workday
6772,2011-10-14,0,10,18,0,5,1,1,0.54,0.5152,0.39,0.2836,62,361,423.0,Afternoon,Friday,Workday
6773,2011-10-14,0,10,19,0,5,1,1,0.54,0.5152,0.39,0.3284,27,221,248.0,Afternoon,Friday,Workday
6774,2011-10-14,0,10,20,0,5,1,1,0.52,0.5,0.42,0.194,19,177,196.0,Afternoon,Friday,Workday
6775,2011-10-14,0,10,21,0,5,1,1,0.5,0.4848,0.45,0.194,22,156,178.0,Afternoon,Friday,Workday
6776,2011-10-14,0,10,22,0,5,1,1,0.46,0.4545,0.59,0.2239,20,123,143.0,Afternoon,Friday,Workday
6777,2011-10-14,0,10,23,0,5,1,1,0.46,0.4545,0.59,0.1642,15,80,95.0,Afternoon,Friday,Workday
6778,2011-10-15,0,10,0,0,6,0,1,0.46,0.4545,0.55,0.1045,18,88,106.0,Night,Saturday,Weekend
6779,2011-10-15,0,10,1,0,6,0,1,0.46,0.4545,0.55,0.2537,9,64,73.0,Night,Saturday,Weekend
6780,2011-10-15,0,10,2,0,6,0,1,0.46,0.4545,0.59,0.194,17,39,56.0,Night,Saturday,Weekend
6781,2011-10-15,0,10,3,0,6,0,1,0.44,0.4394,0.62,0.194,5,18,23.0,Night,Saturday,Weekend
6782,2011-10-15,0,10,4,0,6,0,1,0.42,0.4242,0.67,0.1343,0,6,6.0,Night,Saturday,Weekend
6783,2011-10-15,0,10,5,0,6,0,1,0.42,0.4242,0.71,0.1642,1,6,7.0,Night,Saturday,Weekend
6784,2011-10-15,0,10,6,0,6,0,1,0.4,0.4091,0.71,0.0,5,15,20.0,Morning,Saturday,Weekend
6785,2011-10-15,0,10,7,0,6,0,1,0.4,0.4091,0.76,0.1045,17,40,57.0,Morning,Saturday,Weekend
6786,2011-10-15,0,10,8,0,6,0,1,0.46,0.4545,0.59,0.2836,24,101,125.0,Morning,Saturday,Weekend
6787,2011-10-15,0,10,9,0,6,0,1,0.52,0.5,0.48,0.2985,50,157,207.0,Morning,Saturday,Weekend
6788,2011-10-15,0,10,10,0,6,0,1,0.54,0.5152,0.45,0.4478,114,207,322.0,Morning,Saturday,Weekend
6789,2011-10-15,0,10,11,0,6,0,1,0.56,0.5303,0.4,0.3881,114,221,374.0,Morning,Saturday,Weekend
6790,2011-10-15,0,10,12,0,6,0,1,0.58,0.5455,0.35,0.4775,114,261,456.0,Day,Saturday,Weekend
6791,2011-10-15,0,10,13,0,6,0,1,0.6,0.6212,0.35,0.4627,114,223,394.0,Day,Saturday,Weekend
6792,2011-10-15,0,10,14,0,6,0,1,0.6,0.6212,0.33,0.4627,114,230,472.0,Day,Saturday,Weekend
6793,2011-10-15,0,10,15,0,6,0,1,0.62,0.6212,0.31,0.4775,114,211,377.0,Day,Saturday,Weekend
6794,2011-10-15,0,10,16,0,6,0,1,0.62,0.6212,0.29,0.3881,114,264,443.0,Day,Saturday,Weekend
6795,2011-10-15,0,10,17,0,6,0,1,0.58,0.5455,0.32,0.2836,114,264,441.0,Day,Saturday,Weekend
6796,2011-10-15,0,10,18,0,6,0,1,0.54,0.5152,0.39,0.194,114,251,372.0,Afternoon,Saturday,Weekend
6797,2011-10-15,0,10,19,0,6,0,1,0.5,0.4848,0.51,0.1343,61,177,238.0,Afternoon,Saturday,Weekend
6798,2011-10-15,0,10,20,0,6,0,1,0.5,0.4848,0.48,0.1343,42,137,179.0,Afternoon,Saturday,Weekend
6799,2011-10-15,0,10,21,0,6,0,1,0.5,0.4848,0.42,0.2239,53,115,168.0,Afternoon,Saturday,Weekend
6800,2011-10-15,0,10,22,0,6,0,1,0.5,0.4848,0.36,0.1343,45,121,166.0,Afternoon,Saturday,Weekend
6801,2011-10-15,0,10,23,0,6,0,1,0.48,0.4697,0.41,0.1642,33,102,135.0,Afternoon,Saturday,Weekend
6802,2011-10-16,0,10,0,0,0,0,1,0.46,0.4545,0.44,0.1343,22,85,107.0,Night,Sunday,Weekend
6803,2011-10-16,0,10,1,0,0,0,1,0.44,0.4394,0.47,0.1343,13,64,77.0,Night,Sunday,Weekend
6804,2011-10-16,0,10,2,0,0,0,1,0.42,0.4242,0.54,0.1343,13,52,65.0,Night,Sunday,Weekend
6805,2011-10-16,0,10,3,0,0,0,1,0.42,0.4242,0.54,0.1343,11,31,42.0,Night,Sunday,Weekend
6806,2011-10-16,0,10,4,0,0,0,1,0.42,0.4242,0.54,0.194,5,7,12.0,Night,Sunday,Weekend
6807,2011-10-16,0,10,5,0,0,0,1,0.42,0.4242,0.54,0.1642,1,6,7.0,Night,Sunday,Weekend
6808,2011-10-16,0,10,6,0,0,0,1,0.38,0.3939,0.66,0.1642,3,7,10.0,Morning,Sunday,Weekend
6809,2011-10-16,0,10,7,0,0,0,1,0.4,0.4091,0.62,0.1343,9,39,48.0,Morning,Sunday,Weekend
6810,2011-10-16,0,10,8,0,0,0,1,0.44,0.4394,0.62,0.194,28,71,99.0,Morning,Sunday,Weekend
6811,2011-10-16,0,10,9,0,0,0,1,0.5,0.4848,0.45,0.2239,39,151,190.0,Morning,Sunday,Weekend
6812,2011-10-16,0,10,10,0,0,0,1,0.54,0.5152,0.45,0.2537,114,226,347.0,Morning,Sunday,Weekend
6813,2011-10-16,0,10,11,0,0,0,1,0.56,0.5303,0.35,0.2836,114,218,377.0,Morning,Sunday,Weekend
6814,2011-10-16,0,10,12,0,0,0,1,0.58,0.5455,0.35,0.2537,114,277,444.0,Day,Sunday,Weekend
6815,2011-10-16,0,10,13,0,0,0,1,0.6,0.6212,0.35,0.2985,114,269,438.0,Day,Sunday,Weekend
6816,2011-10-16,0,10,14,0,0,0,1,0.6,0.6212,0.4,0.2985,114,258,462.0,Day,Sunday,Weekend
6817,2011-10-16,0,10,15,0,0,0,1,0.62,0.6212,0.35,0.3881,114,230,412.0,Day,Sunday,Weekend
6818,2011-10-16,0,10,16,0,0,0,1,0.6,0.6212,0.46,0.3881,114,289,466.0,Day,Sunday,Weekend
6819,2011-10-16,0,10,17,0,0,0,1,0.58,0.5455,0.49,0.4627,114,253,405.0,Day,Sunday,Weekend
6820,2011-10-16,0,10,18,0,0,0,1,0.56,0.5303,0.49,0.4478,102,226,328.0,Afternoon,Sunday,Weekend
6821,2011-10-16,0,10,19,0,0,0,1,0.54,0.5152,0.52,0.3881,52,181,233.0,Afternoon,Sunday,Weekend
6822,2011-10-16,0,10,20,0,0,0,1,0.54,0.5152,0.52,0.4627,49,129,178.0,Afternoon,Sunday,Weekend
6823,2011-10-16,0,10,21,0,0,0,1,0.54,0.5152,0.52,0.3881,14,88,102.0,Afternoon,Sunday,Weekend
6824,2011-10-16,0,10,22,0,0,0,1,0.56,0.5303,0.49,0.4179,42,88,130.0,Afternoon,Sunday,Weekend
6825,2011-10-16,0,10,23,0,0,0,1,0.56,0.5303,0.52,0.4179,14,48,62.0,Afternoon,Sunday,Weekend
6826,2011-10-17,0,10,0,0,1,1,1,0.54,0.5152,0.56,0.3284,12,25,37.0,Night,Monday,Workday
6827,2011-10-17,0,10,1,0,1,1,1,0.56,0.5303,0.54,0.3881,2,15,17.0,Night,Monday,Workday
6828,2011-10-17,0,10,2,0,1,1,1,0.56,0.5303,0.54,0.3881,4,3,7.0,Night,Monday,Workday
6829,2011-10-17,0,10,3,0,1,1,1,0.56,0.5303,0.49,0.194,0,2,2.0,Night,Monday,Workday
6830,2011-10-17,0,10,4,0,1,1,1,0.52,0.5,0.59,0.1642,2,3,5.0,Night,Monday,Workday
6831,2011-10-17,0,10,5,0,1,1,1,0.5,0.4848,0.63,0.2985,1,28,29.0,Night,Monday,Workday
6832,2011-10-17,0,10,6,0,1,1,1,0.5,0.4848,0.55,0.2537,7,107,114.0,Morning,Monday,Workday
6833,2011-10-17,0,10,7,0,1,1,2,0.5,0.4848,0.55,0.1642,10,299,309.0,Morning,Monday,Workday
6834,2011-10-17,0,10,8,0,1,1,2,0.5,0.4848,0.51,0.2537,33,381,414.0,Morning,Monday,Workday
6835,2011-10-17,0,10,9,0,1,1,2,0.5,0.4848,0.45,0.2836,26,180,206.0,Morning,Monday,Workday
6836,2011-10-17,0,10,10,0,1,1,1,0.52,0.5,0.45,0.1642,43,92,135.0,Morning,Monday,Workday
6837,2011-10-17,0,10,11,0,1,1,1,0.56,0.5303,0.43,0.0,35,131,166.0,Morning,Monday,Workday
6838,2011-10-17,0,10,12,0,1,1,1,0.56,0.5303,0.4,0.0896,39,166,205.0,Day,Monday,Workday
6839,2011-10-17,0,10,13,0,1,1,1,0.56,0.5303,0.46,0.0896,49,156,205.0,Day,Monday,Workday
6840,2011-10-17,0,10,14,0,1,1,1,0.58,0.5455,0.49,0.194,44,122,166.0,Day,Monday,Workday
6841,2011-10-17,0,10,15,0,1,1,1,0.56,0.5303,0.6,0.2537,66,142,208.0,Day,Monday,Workday
6842,2011-10-17,0,10,16,0,1,1,1,0.58,0.5455,0.56,0.2537,64,238,302.0,Day,Monday,Workday
6843,2011-10-17,0,10,17,0,1,1,1,0.56,0.5303,0.64,0.1343,80,499,620.0,Day,Monday,Workday
6844,2011-10-17,0,10,18,0,1,1,1,0.56,0.5303,0.6,0.0,49,469,518.0,Afternoon,Monday,Workday
6845,2011-10-17,0,10,19,0,1,1,1,0.54,0.5152,0.68,0.1045,45,288,333.0,Afternoon,Monday,Workday
6846,2011-10-17,0,10,20,0,1,1,1,0.52,0.5,0.77,0.1045,40,189,229.0,Afternoon,Monday,Workday
6847,2011-10-17,0,10,21,0,1,1,1,0.5,0.4848,0.77,0.1045,36,141,177.0,Afternoon,Monday,Workday
6848,2011-10-17,0,10,22,0,1,1,1,0.5,0.4848,0.77,0.0,16,88,104.0,Afternoon,Monday,Workday
6849,2011-10-17,0,10,23,0,1,1,2,0.48,0.4697,0.88,0.0,10,52,62.0,Afternoon,Monday,Workday
6850,2011-10-18,0,10,0,0,2,1,1,0.48,0.4697,0.82,0.0,8,23,31.0,Night,Tuesday,Workday
6851,2011-10-18,0,10,1,0,2,1,2,0.46,0.4545,0.88,0.0,4,7,11.0,Night,Tuesday,Workday
6852,2011-10-18,0,10,2,0,2,1,1,0.44,0.4394,0.94,0.0896,1,4,5.0,Night,Tuesday,Workday
6853,2011-10-18,0,10,3,0,2,1,1,0.44,0.4394,0.94,0.0896,0,1,1.0,Night,Tuesday,Workday
6854,2011-10-18,0,10,4,0,2,1,2,0.44,0.4394,0.94,0.1045,0,4,4.0,Night,Tuesday,Workday
6855,2011-10-18,0,10,5,0,2,1,2,0.46,0.4545,0.88,0.0,2,19,21.0,Night,Tuesday,Workday
6856,2011-10-18,0,10,6,0,2,1,1,0.46,0.4545,0.82,0.0896,4,105,109.0,Morning,Tuesday,Workday
6857,2011-10-18,0,10,7,0,2,1,1,0.46,0.4545,0.88,0.0896,15,326,341.0,Morning,Tuesday,Workday
6858,2011-10-18,0,10,8,0,2,1,1,0.5,0.4848,0.77,0.0896,25,474,499.0,Morning,Tuesday,Workday
6859,2011-10-18,0,10,9,0,2,1,2,0.52,0.5,0.77,0.0896,29,198,227.0,Morning,Tuesday,Workday
6860,2011-10-18,0,10,10,0,2,1,2,0.56,0.5303,0.68,0.0,27,75,102.0,Morning,Tuesday,Workday
6861,2011-10-18,0,10,11,0,2,1,2,0.6,0.6212,0.49,0.1045,35,112,147.0,Morning,Tuesday,Workday
6862,2011-10-18,0,10,12,0,2,1,2,0.62,0.6212,0.43,0.0896,42,159,201.0,Day,Tuesday,Workday
6863,2011-10-18,0,10,13,0,2,1,2,0.64,0.6212,0.38,0.194,48,171,219.0,Day,Tuesday,Workday
6864,2011-10-18,0,10,14,0,2,1,2,0.62,0.6212,0.41,0.1642,32,137,169.0,Day,Tuesday,Workday
6865,2011-10-18,0,10,15,0,2,1,1,0.62,0.6212,0.5,0.194,66,139,205.0,Day,Tuesday,Workday
6866,2011-10-18,0,10,16,0,2,1,1,0.62,0.6212,0.57,0.2537,58,246,304.0,Day,Tuesday,Workday
6867,2011-10-18,0,10,17,0,2,1,1,0.6,0.6061,0.6,0.1343,72,499,625.0,Day,Tuesday,Workday
6868,2011-10-18,0,10,18,0,2,1,1,0.56,0.5303,0.68,0.1045,58,499,570.0,Afternoon,Tuesday,Workday
6869,2011-10-18,0,10,19,0,2,1,1,0.56,0.5303,0.6,0.1045,31,286,317.0,Afternoon,Tuesday,Workday
6870,2011-10-18,0,10,20,0,2,1,1,0.54,0.5152,0.64,0.1642,23,204,227.0,Afternoon,Tuesday,Workday
6871,2011-10-18,0,10,21,0,2,1,2,0.54,0.5152,0.68,0.1343,28,178,206.0,Afternoon,Tuesday,Workday
6872,2011-10-18,0,10,22,0,2,1,2,0.52,0.5,0.77,0.1642,22,115,137.0,Afternoon,Tuesday,Workday
6873,2011-10-18,0,10,23,0,2,1,2,0.52,0.5,0.77,0.194,7,63,70.0,Afternoon,Tuesday,Workday
6874,2011-10-19,0,10,0,0,3,1,2,0.52,0.5,0.77,0.194,11,23,34.0,Night,Wednesday,Workday
6875,2011-10-19,0,10,1,0,3,1,2,0.52,0.5,0.77,0.194,7,9,16.0,Night,Wednesday,Workday
6876,2011-10-19,0,10,2,0,3,1,2,0.52,0.5,0.77,0.194,1,6,7.0,Night,Wednesday,Workday
6877,2011-10-19,0,10,4,0,3,1,3,0.5,0.4848,0.94,0.194,0,3,3.0,Night,Wednesday,Workday
6878,2011-10-19,0,10,5,0,3,1,3,0.5,0.4848,1.0,0.1045,0,3,3.0,Night,Wednesday,Workday
6879,2011-10-19,0,10,6,0,3,1,3,0.52,0.5,0.83,0.2537,3,28,31.0,Morning,Wednesday,Workday
6880,2011-10-19,0,10,7,0,3,1,3,0.52,0.5,0.77,0.2537,1,67,68.0,Morning,Wednesday,Workday
6881,2011-10-19,0,10,8,0,3,1,3,0.54,0.5152,0.7,0.4775,10,200,210.0,Morning,Wednesday,Workday
6882,2011-10-19,0,10,9,0,3,1,3,0.52,0.5,0.88,0.4775,17,185,202.0,Morning,Wednesday,Workday
6883,2011-10-19,0,10,10,0,3,1,3,0.52,0.5,0.88,0.4775,14,109,123.0,Morning,Wednesday,Workday
6884,2011-10-19,0,10,11,0,3,1,3,0.52,0.5,0.94,0.2537,33,116,149.0,Morning,Wednesday,Workday
6885,2011-10-19,0,10,12,0,3,1,3,0.52,0.5,0.94,0.3284,13,117,130.0,Day,Wednesday,Workday
6886,2011-10-19,0,10,13,0,3,1,2,0.54,0.5152,0.94,0.2836,20,86,106.0,Day,Wednesday,Workday
6887,2011-10-19,0,10,14,0,3,1,3,0.54,0.5152,0.94,0.1642,17,80,97.0,Day,Wednesday,Workday
6888,2011-10-19,0,10,15,0,3,1,3,0.54,0.5152,1.0,0.1343,21,99,120.0,Day,Wednesday,Workday
6889,2011-10-19,0,10,16,0,3,1,3,0.56,0.5303,0.94,0.1642,21,180,201.0,Day,Wednesday,Workday
6890,2011-10-19,0,10,17,0,3,1,3,0.56,0.5303,0.94,0.1642,11,170,181.0,Day,Wednesday,Workday
6891,2011-10-19,0,10,18,0,3,1,3,0.56,0.5303,1.0,0.1642,8,132,140.0,Afternoon,Wednesday,Workday
6892,2011-10-19,0,10,19,0,3,1,2,0.6,0.5455,0.88,0.1343,8,189,197.0,Afternoon,Wednesday,Workday
6893,2011-10-19,0,10,20,0,3,1,3,0.6,0.5152,0.94,0.0896,5,140,145.0,Afternoon,Wednesday,Workday
6894,2011-10-19,0,10,21,0,3,1,2,0.58,0.5455,0.94,0.1343,6,79,85.0,Afternoon,Wednesday,Workday
6895,2011-10-19,0,10,22,0,3,1,2,0.58,0.5455,0.94,0.3582,13,94,107.0,Afternoon,Wednesday,Workday
6896,2011-10-19,0,10,23,0,3,1,2,0.58,0.5455,0.94,0.3582,14,55,69.0,Afternoon,Wednesday,Workday
6897,2011-10-20,0,10,0,0,4,1,1,0.56,0.5303,0.94,0.2985,4,22,26.0,Night,Thursday,Workday
6898,2011-10-20,0,10,1,0,4,1,1,0.56,0.5303,0.88,0.3582,4,11,15.0,Night,Thursday,Workday
6899,2011-10-20,0,10,2,0,4,1,1,0.56,0.5303,0.88,0.4478,0,4,4.0,Night,Thursday,Workday
6900,2011-10-20,0,10,3,0,4,1,1,0.5,0.4848,0.82,0.4627,0,1,1.0,Night,Thursday,Workday
6901,2011-10-20,0,10,4,0,4,1,1,0.5,0.4848,0.82,0.4627,2,6,8.0,Night,Thursday,Workday
6902,2011-10-20,0,10,5,0,4,1,1,0.48,0.4697,0.82,0.3582,2,24,26.0,Night,Thursday,Workday
6903,2011-10-20,0,10,6,0,4,1,1,0.44,0.4394,0.82,0.4179,5,87,92.0,Morning,Thursday,Workday
6904,2011-10-20,0,10,7,0,4,1,1,0.42,0.4242,0.77,0.4478,15,303,318.0,Morning,Thursday,Workday
6905,2011-10-20,0,10,8,0,4,1,1,0.44,0.4394,0.67,0.4775,17,409,426.0,Morning,Thursday,Workday
6906,2011-10-20,0,10,9,0,4,1,1,0.44,0.4394,0.67,0.4775,26,197,223.0,Morning,Thursday,Workday
6907,2011-10-20,0,10,10,0,4,1,1,0.46,0.4545,0.59,0.4478,25,105,130.0,Morning,Thursday,Workday
6908,2011-10-20,0,10,11,0,4,1,1,0.48,0.4697,0.55,0.4775,30,99,129.0,Morning,Thursday,Workday
6909,2011-10-20,0,10,12,0,4,1,1,0.48,0.4697,0.48,0.4775,28,171,199.0,Day,Thursday,Workday
6910,2011-10-20,0,10,13,0,4,1,1,0.5,0.4848,0.45,0.4775,28,136,164.0,Day,Thursday,Workday
6911,2011-10-20,0,10,14,0,4,1,2,0.48,0.4697,0.48,0.4775,38,117,155.0,Day,Thursday,Workday
6912,2011-10-20,0,10,15,0,4,1,2,0.48,0.4697,0.51,0.4478,22,138,160.0,Day,Thursday,Workday
6913,2011-10-20,0,10,16,0,4,1,2,0.48,0.4697,0.51,0.4478,31,203,234.0,Day,Thursday,Workday
6914,2011-10-20,0,10,17,0,4,1,2,0.48,0.4697,0.48,0.3881,56,438,494.0,Day,Thursday,Workday
6915,2011-10-20,0,10,18,0,4,1,2,0.46,0.4545,0.51,0.2985,39,430,469.0,Afternoon,Thursday,Workday
6916,2011-10-20,0,10,19,0,4,1,1,0.46,0.4545,0.51,0.3582,20,278,298.0,Afternoon,Thursday,Workday
6917,2011-10-20,0,10,20,0,4,1,2,0.46,0.4545,0.51,0.3284,34,207,241.0,Afternoon,Thursday,Workday
6918,2011-10-20,0,10,21,0,4,1,1,0.44,0.4394,0.51,0.2985,16,149,165.0,Afternoon,Thursday,Workday
6919,2011-10-20,0,10,22,0,4,1,1,0.44,0.4394,0.51,0.3284,22,106,128.0,Afternoon,Thursday,Workday
6920,2011-10-20,0,10,23,0,4,1,1,0.42,0.4242,0.58,0.2537,7,83,90.0,Afternoon,Thursday,Workday
6921,2011-10-21,0,10,0,0,5,1,1,0.4,0.4091,0.62,0.2537,8,42,50.0,Night,Friday,Workday
6922,2011-10-21,0,10,1,0,5,1,1,0.4,0.4091,0.62,0.2239,7,19,26.0,Night,Friday,Workday
6923,2011-10-21,0,10,2,0,5,1,1,0.38,0.3939,0.66,0.1642,6,12,18.0,Night,Friday,Workday
6924,2011-10-21,0,10,3,0,5,1,1,0.36,0.3485,0.71,0.1343,0,7,7.0,Night,Friday,Workday
6925,2011-10-21,0,10,4,0,5,1,1,0.36,0.3485,0.71,0.1642,0,6,6.0,Night,Friday,Workday
6926,2011-10-21,0,10,5,0,5,1,1,0.34,0.3333,0.76,0.194,0,31,31.0,Night,Friday,Workday
6927,2011-10-21,0,10,6,0,5,1,1,0.36,0.3485,0.71,0.1642,7,78,85.0,Morning,Friday,Workday
6928,2011-10-21,0,10,7,0,5,1,1,0.36,0.3485,0.71,0.1642,5,228,233.0,Morning,Friday,Workday
6929,2011-10-21,0,10,8,0,5,1,1,0.4,0.4091,0.62,0.194,16,386,402.0,Morning,Friday,Workday
6930,2011-10-21,0,10,9,0,5,1,2,0.42,0.4242,0.58,0.1343,33,189,222.0,Morning,Friday,Workday
6931,2011-10-21,0,10,10,0,5,1,1,0.46,0.4545,0.51,0.1642,32,106,138.0,Morning,Friday,Workday
6932,2011-10-21,0,10,11,0,5,1,1,0.5,0.4848,0.45,0.2239,39,135,174.0,Morning,Friday,Workday
6933,2011-10-21,0,10,12,0,5,1,1,0.5,0.4848,0.45,0.2985,47,193,240.0,Day,Friday,Workday
6934,2011-10-21,0,10,13,0,5,1,1,0.48,0.4697,0.48,0.3284,43,163,206.0,Day,Friday,Workday
6935,2011-10-21,0,10,14,0,5,1,1,0.52,0.5,0.42,0.2985,67,131,198.0,Day,Friday,Workday
6936,2011-10-21,0,10,15,0,5,1,1,0.5,0.4848,0.45,0.2836,57,178,235.0,Day,Friday,Workday
6937,2011-10-21,0,10,16,0,5,1,1,0.5,0.4848,0.45,0.2537,60,242,302.0,Day,Friday,Workday
6938,2011-10-21,0,10,17,0,5,1,2,0.46,0.4545,0.51,0.2537,79,445,524.0,Day,Friday,Workday
6939,2011-10-21,0,10,18,0,5,1,2,0.44,0.4394,0.54,0.2537,43,354,397.0,Afternoon,Friday,Workday
6940,2011-10-21,0,10,19,0,5,1,2,0.44,0.4394,0.54,0.3881,25,228,253.0,Afternoon,Friday,Workday
6941,2011-10-21,0,10,20,0,5,1,2,0.44,0.4394,0.54,0.2239,29,155,184.0,Afternoon,Friday,Workday
6942,2011-10-21,0,10,21,0,5,1,1,0.42,0.4242,0.58,0.1642,31,112,143.0,Afternoon,Friday,Workday
6943,2011-10-21,0,10,22,0,5,1,1,0.42,0.4242,0.54,0.1642,24,89,113.0,Afternoon,Friday,Workday
6944,2011-10-21,0,10,23,0,5,1,1,0.4,0.4091,0.62,0.2239,18,99,117.0,Afternoon,Friday,Workday
6945,2011-10-22,0,10,0,0,6,0,1,0.4,0.4091,0.62,0.194,16,80,96.0,Night,Saturday,Weekend
6946,2011-10-22,0,10,1,0,6,0,1,0.4,0.4091,0.62,0.194,20,50,70.0,Night,Saturday,Weekend
6947,2011-10-22,0,10,2,0,6,0,1,0.4,0.4091,0.62,0.2537,6,25,31.0,Night,Saturday,Weekend
6948,2011-10-22,0,10,3,0,6,0,1,0.4,0.4091,0.62,0.1343,1,19,20.0,Night,Saturday,Weekend
6949,2011-10-22,0,10,4,0,6,0,1,0.38,0.3939,0.66,0.0896,4,4,8.0,Night,Saturday,Weekend
6950,2011-10-22,0,10,5,0,6,0,1,0.38,0.3939,0.66,0.0,1,7,8.0,Night,Saturday,Weekend
6951,2011-10-22,0,10,6,0,6,0,1,0.36,0.3788,0.71,0.0,1,17,18.0,Morning,Saturday,Weekend
6952,2011-10-22,0,10,7,0,6,0,1,0.36,0.3636,0.76,0.1045,8,49,57.0,Morning,Saturday,Weekend
6953,2011-10-22,0,10,8,0,6,0,1,0.4,0.4091,0.71,0.0,26,88,114.0,Morning,Saturday,Weekend
6954,2011-10-22,0,10,9,0,6,0,1,0.42,0.4242,0.67,0.0896,47,122,169.0,Morning,Saturday,Weekend
6955,2011-10-22,0,10,10,0,6,0,2,0.44,0.4394,0.62,0.1045,87,149,236.0,Morning,Saturday,Weekend
6956,2011-10-22,0,10,11,0,6,0,2,0.44,0.4394,0.62,0.1045,110,172,282.0,Morning,Saturday,Weekend
6957,2011-10-22,0,10,12,0,6,0,1,0.46,0.4545,0.55,0.0896,114,211,343.0,Day,Saturday,Weekend
6958,2011-10-22,0,10,13,0,6,0,1,0.5,0.4848,0.45,0.0,114,186,322.0,Day,Saturday,Weekend
6959,2011-10-22,0,10,14,0,6,0,2,0.48,0.4697,0.48,0.2239,114,177,310.0,Day,Saturday,Weekend
